tempo,origem,destino,msg_id,delivered
19280,9,8,1-2-1,0
19760,15,14,1-2-1,0
19830,19,2,1-2-1,0
19860,15,17,1-2-1,0
20130,15,17,1-2-1,0
20345,12,2,1-2-1,0
20450,15,5,1-2-1,0
20680,9,8,1-2-1,0
21135,15,3,1-2-1,0
21645,15,6,1-2-1,0
22045,15,10,1-2-1,0
22630,15,4,1-2-1,0
22775,15,3,1-2-1,0
22800,9,2,1-2-1,0
22895,15,12,1-2-1,0
23440,15,8,1-2-1,0
23460,15,2,1-2-1,0
