tempo,origem,destino,msg_id,delivered
4450,20,17,1-2-1,0
4585,10,7,1-2-1,0
4615,15,12,1-2-1,0
4705,18,1,1-2-1,0
4710,1,18,1-2-1,0
4740,13,12,1-2-1,0
4750,13,15,1-2-1,0
4750,15,13,1-2-1,0
4815,3,8,1-2-1,0
4920,20,12,1-2-1,0
4920,20,7,1-2-1,0
4945,14,17,1-2-1,0
4950,17,14,1-2-1,0
5260,10,4,1-2-1,0
5515,3,5,1-2-1,0
5520,5,3,1-2-1,0
5640,17,2,1-2-1,0
5670,9,2,1-2-1,0
5685,14,3,1-2-1,0
5690,3,14,1-2-1,0
5735,16,8,1-2-1,0
5775,18,4,1-2-1,0
5835,5,4,1-2-1,0
5875,13,4,1-2-1,0
5945,18,20,1-2-1,0
5945,20,18,1-2-1,0
6010,11,1,1-2-1,0
6015,1,11,1-2-1,0
6165,13,2,1-2-1,0
6230,20,14,1-2-1,0
6235,14,20,1-2-1,0
6300,16,7,1-2-1,0
6305,5,15,1-2-1,0
6305,15,5,1-2-1,0
6365,19,18,1-2-1,0
6370,18,19,1-2-1,0
6420,19,9,1-2-1,0
6505,3,12,1-2-1,0
6510,18,9,1-2-1,0
6590,19,15,1-2-1,0
6595,15,19,1-2-1,0
6780,11,16,1-2-1,0
6780,16,11,1-2-1,0
6790,3,6,1-2-1,0
6790,6,3,1-2-1,0
6810,5,14,1-2-1,0
6810,14,5,1-2-1,0
6875,6,18,1-2-1,0
6875,18,6,1-2-1,0
6905,6,9,1-2-1,0
6910,11,1,1-2-1,0
6915,1,11,1-2-1,0
7045,1,12,1-2-1,0
7060,3,9,1-2-1,0
7095,16,18,1-2-1,0
7100,18,16,1-2-1,0
7115,5,15,1-2-1,0
7115,15,5,1-2-1,0
7115,18,8,1-2-1,0
7130,18,16,1-2-1,0
7265,3,10,1-2-1,0
7265,10,3,1-2-1,0
7360,20,2,1-2-1,0
7430,11,8,1-2-1,0
7465,5,10,1-2-1,0
7465,10,5,1-2-1,0
7545,11,4,1-2-1,0
7595,3,8,1-2-1,0
7595,6,8,1-2-1,0
7610,6,3,1-2-1,0
7615,3,6,1-2-1,0
7625,6,17,1-2-1,0
7630,3,17,1-2-1,0
7740,18,9,1-2-1,0
7755,1,8,1-2-1,0
7805,18,9,1-2-1,0
7865,18,9,1-2-1,0
7880,18,9,1-2-1,0
7900,18,9,1-2-1,0
7950,14,17,1-2-1,0
7975,3,15,1-2-1,0
7975,15,3,1-2-1,0
8150,6,7,1-2-1,0
8325,3,20,1-2-1,0
8365,18,12,1-2-1,0
8380,18,17,1-2-1,0
8385,6,2,1-2-1,0
8400,18,12,1-2-1,0
8560,3,12,1-2-1,0
8665,18,3,1-2-1,0
8685,3,18,1-2-1,0
8745,10,11,1-2-1,0
8745,11,10,1-2-1,0
8780,1,20,1-2-1,0
8915,5,17,1-2-1,0
8915,18,9,1-2-1,0
8940,16,8,1-2-1,0
9020,3,9,1-2-1,0
9020,16,17,1-2-1,0
9070,15,6,1-2-1,0
9135,11,2,1-2-1,0
9420,16,3,1-2-1,0
9425,3,16,1-2-1,0
9445,5,7,1-2-1,0
9570,15,13,1-2-1,0
9635,3,13,1-2-1,0
9685,1,12,1-2-1,0
9715,1,16,1-2-1,0
9715,16,1,1-2-1,0
9930,15,14,1-2-1,0
9935,14,15,1-2-1,0
10020,19,12,1-2-1,0
10140,1,18,1-2-1,0
10140,18,1,1-2-1,0
10145,10,6,1-2-1,0
10165,14,9,1-2-1,0
10205,10,9,1-2-1,0
10365,15,6,1-2-1,0
10505,5,11,1-2-1,0
10550,3,11,1-2-1,0
10770,10,19,1-2-1,0
10770,19,10,1-2-1,0
10855,14,12,1-2-1,0
10865,5,13,1-2-1,0
10910,19,17,1-2-1,0
11065,16,2,1-2-1,0
11120,19,16,1-2-1,0
11245,10,12,1-2-1,0
11535,14,4,1-2-1,0
12000,15,7,1-2-1,0
12025,3,20,1-2-1,0
12140,10,6,1-2-1,0
12195,10,20,1-2-1,0
12275,19,2,1-2-1,0
12320,15,11,1-2-1,0
12430,14,18,1-2-1,0
12430,18,14,1-2-1,0
12480,15,17,1-2-1,0
12525,1,10,1-2-1,0
12530,10,1,1-2-1,0
12630,10,7,1-2-1,0
12650,1,7,1-2-1,0
12720,14,1,1-2-1,0
12725,1,14,1-2-1,0
12740,10,18,1-2-1,0
12740,18,10,1-2-1,0
12880,15,4,1-2-1,0
13020,14,6,1-2-1,0
13120,5,16,1-2-1,0
13130,1,11,1-2-1,0
13165,18,12,1-2-1,0
13245,10,16,1-2-1,0
13365,5,13,1-2-1,0
13510,3,14,1-2-1,0
13510,14,3,1-2-1,0
13525,10,8,1-2-1,0
13560,15,9,1-2-1,0
13880,3,6,1-2-1,0
13905,14,4,1-2-1,0
13920,15,1,1-2-1,0
13925,1,15,1-2-1,0
13970,15,16,1-2-1,0
14090,5,12,1-2-1,0
14145,10,9,1-2-1,0
14155,18,15,1-2-1,0
14160,15,18,1-2-1,0
14200,18,16,1-2-1,0
14235,18,20,1-2-1,0
14385,3,18,1-2-1,0
14390,18,3,1-2-1,0
14445,3,7,1-2-1,0
14660,3,12,1-2-1,0
14810,3,4,1-2-1,0
15085,5,10,1-2-1,0
15085,10,5,1-2-1,0
15275,15,20,1-2-1,0
15380,18,19,1-2-1,0
15485,15,2,1-2-1,0
15630,3,1,1-2-1,0
15635,1,3,1-2-1,0
15640,3,20,1-2-1,0
15790,18,12,1-2-1,0
15945,5,6,1-2-1,0
16135,14,20,1-2-1,0
16155,5,19,1-2-1,0
16195,18,3,1-2-1,0
16200,3,18,1-2-1,0
16615,18,1,1-2-1,0
16620,1,18,1-2-1,0
16705,10,4,1-2-1,0
16755,1,4,1-2-1,0
16800,3,9,1-2-1,0
17130,3,14,1-2-1,0
17130,14,3,1-2-1,0
17195,1,17,1-2-1,0
17275,1,8,1-2-1,0
17280,14,1,1-2-1,0
17285,1,14,1-2-1,0
17285,14,8,1-2-1,0
17320,14,17,1-2-1,0
17330,1,3,1-2-1,0
17330,3,1,1-2-1,0
17425,3,17,1-2-1,0
17545,14,17,1-2-1,0
17580,3,14,1-2-1,0
17580,14,3,1-2-1,0
17585,14,16,1-2-1,0
17590,3,16,1-2-1,0
17600,18,2,1-2-1,0
17705,5,20,1-2-1,0
17810,5,17,1-2-1,0
17855,3,18,1-2-1,0
17860,14,11,1-2-1,0
18005,5,18,1-2-1,0
18010,5,11,1-2-1,0
18045,1,9,1-2-1,0
18050,5,13,1-2-1,0
18150,10,18,1-2-1,0
18190,14,7,1-2-1,0
18405,1,2,1-2-1,0
18805,3,8,1-2-1,0
18965,14,10,1-2-1,0
18970,10,14,1-2-1,0
19045,5,2,1-2-1,0
19095,10,3,1-2-1,0
19100,3,10,1-2-1,0
19415,3,12,1-2-1,0
19620,10,18,1-2-1,0
20145,10,17,1-2-1,0
20215,10,4,1-2-1,0
20235,10,8,1-2-1,0
20320,10,13,1-2-1,0
21220,3,14,1-2-1,0
21220,14,3,1-2-1,0
21520,14,12,1-2-1,0
21595,3,12,1-2-1,0
21630,10,7,1-2-1,0
21635,14,5,1-2-1,0
21695,14,16,1-2-1,0
21775,10,2,1-2-1,0
21930,14,17,1-2-1,0
22205,14,7,1-2-1,0
22555,3,2,1-2-1,0
22770,14,17,1-2-1,0
22940,14,3,1-2-1,0
23000,14,4,1-2-1,0
23165,14,12,1-2-1,0
24395,14,11,1-2-1,0
24595,14,13,1-2-1,0
24990,14,17,1-2-1,0
26080,14,16,1-2-1,0
26180,14,18,1-2-1,0
26300,14,15,1-2-1,0
26375,14,11,1-2-1,0
26600,14,17,1-2-1,0
27035,14,17,1-2-1,0
27100,14,6,1-2-1,0
27375,14,17,1-2-1,0
27405,14,17,1-2-1,0
27415,14,19,1-2-1,0
28410,14,17,1-2-1,0
28410,14,18,1-2-1,0
28615,14,3,1-2-1,0
29570,14,18,1-2-1,0
29720,14,2,1-2-1,0
