tempo,origem,destino,msg_id,delivered
4095,6,19,1-2-1,0
4170,3,14,1-2-1,0
4175,14,3,1-2-1,0
4205,13,16,1-2-1,0
4235,13,3,1-2-1,0
4240,3,13,1-2-1,0
4285,10,4,1-2-1,0
4290,4,10,1-2-1,0
4480,10,11,1-2-1,0
4480,11,10,1-2-1,0
4535,16,10,1-2-1,0
4540,10,16,1-2-1,0
4585,3,9,1-2-1,0
4595,8,14,1-2-1,0
4595,14,8,1-2-1,0
4615,5,18,1-2-1,0
4675,8,11,1-2-1,0
4675,11,8,1-2-1,0
4765,3,17,1-2-1,0
4765,17,3,1-2-1,0
4870,5,7,1-2-1,0
4890,1,14,1-2-1,0
4890,14,1,1-2-1,0
4930,14,15,1-2-1,0
4975,13,8,1-2-1,0
4980,8,13,1-2-1,0
5165,1,7,1-2-1,0
5190,17,9,1-2-1,0
5195,3,12,1-2-1,0
5310,3,4,1-2-1,0
5325,10,2,1-2-1,0
5325,11,19,1-2-1,0
5330,4,3,1-2-1,0
5405,6,11,1-2-1,0
5405,11,6,1-2-1,0
5655,17,18,1-2-1,0
5675,4,3,1-2-1,0
5805,4,1,1-2-1,0
5810,1,4,1-2-1,0
5830,6,2,1-2-1,0
5840,8,16,1-2-1,0
5840,16,8,1-2-1,0
5900,14,18,1-2-1,0
5920,17,8,1-2-1,0
5940,16,19,1-2-1,0
6015,20,9,1-2-1,0
6105,3,15,1-2-1,0
6205,13,18,1-2-1,0
6255,14,18,1-2-1,0
6335,11,10,1-2-1,0
6335,14,6,1-2-1,0
6450,14,1,1-2-1,0
6455,1,14,1-2-1,0
6525,14,9,1-2-1,0
6580,8,20,1-2-1,0
6580,20,8,1-2-1,0
6625,13,10,1-2-1,0
6690,3,16,1-2-1,0
6690,16,3,1-2-1,0
6790,1,7,1-2-1,0
6805,13,8,1-2-1,0
6935,11,2,1-2-1,0
6955,8,12,1-2-1,0
7035,4,14,1-2-1,0
7035,14,4,1-2-1,0
7055,13,16,1-2-1,0
7115,3,18,1-2-1,0
7190,14,5,1-2-1,0
7195,5,14,1-2-1,0
7355,5,11,1-2-1,0
7440,17,18,1-2-1,0
7480,5,2,1-2-1,0
7540,8,15,1-2-1,0
7630,17,15,1-2-1,0
7630,20,12,1-2-1,0
7635,8,10,1-2-1,0
7670,14,19,1-2-1,0
7765,17,10,1-2-1,0
7775,8,11,1-2-1,0
7785,17,5,1-2-1,0
7950,20,4,1-2-1,0
7955,4,20,1-2-1,0
7960,17,9,1-2-1,0
8070,17,12,1-2-1,0
8080,20,10,1-2-1,0
8320,17,18,1-2-1,0
8640,4,3,1-2-1,0
8645,3,4,1-2-1,0
8695,17,6,1-2-1,0
8885,20,7,1-2-1,0
8960,14,7,1-2-1,0
9050,13,18,1-2-1,0
9145,4,7,1-2-1,0
9150,1,6,1-2-1,0
9175,17,14,1-2-1,0
9180,14,17,1-2-1,0
9185,14,15,1-2-1,0
9195,17,15,1-2-1,0
9255,4,15,1-2-1,0
9270,14,8,1-2-1,0
9275,8,14,1-2-1,0
9330,8,4,1-2-1,0
9335,4,8,1-2-1,0
9500,13,7,1-2-1,0
9510,8,19,1-2-1,0
9570,14,2,1-2-1,0
9610,4,12,1-2-1,0
9900,1,9,1-2-1,0
9910,4,10,1-2-1,0
9990,4,12,1-2-1,0
10060,16,2,1-2-1,0
10095,13,9,1-2-1,0
10235,17,18,1-2-1,0
10465,13,9,1-2-1,0
10680,13,16,1-2-1,0
10725,20,10,1-2-1,0
10745,20,17,1-2-1,0
10750,17,20,1-2-1,0
10770,17,10,1-2-1,0
10865,17,2,1-2-1,0
10875,8,10,1-2-1,0
10890,8,15,1-2-1,0
11200,4,17,1-2-1,0
11240,8,14,1-2-1,0
11710,13,16,1-2-1,0
11745,8,2,1-2-1,0
12065,4,8,1-2-1,0
12105,13,16,1-2-1,0
12165,20,8,1-2-1,0
12450,1,10,1-2-1,0
12765,1,10,1-2-1,0
12840,13,8,1-2-1,0
13255,4,5,1-2-1,0
13265,20,18,1-2-1,0
13355,13,11,1-2-1,0
13650,3,6,1-2-1,0
13845,13,9,1-2-1,0
13925,13,5,1-2-1,0
14255,20,12,1-2-1,0
14265,4,16,1-2-1,0
14305,3,11,1-2-1,0
14540,3,15,1-2-1,0
14620,3,10,1-2-1,0
14650,1,17,1-2-1,0
14695,1,7,1-2-1,0
14750,4,20,1-2-1,0
14750,20,4,1-2-1,0
14770,3,16,1-2-1,0
15040,20,6,1-2-1,0
15235,1,19,1-2-1,0
15375,1,3,1-2-1,0
15375,3,1,1-2-1,0
15420,20,7,1-2-1,0
15465,20,12,1-2-1,0
15760,20,7,1-2-1,0
15885,1,11,1-2-1,0
16155,4,10,1-2-1,0
16180,4,8,1-2-1,0
16240,20,10,1-2-1,0
16310,13,6,1-2-1,0
16365,3,17,1-2-1,0
16440,1,2,1-2-1,0
16570,4,20,1-2-1,0
16570,20,4,1-2-1,0
16695,20,15,1-2-1,0
16785,13,10,1-2-1,0
17115,13,8,1-2-1,0
17140,13,17,1-2-1,0
17265,13,1,1-2-1,0
17410,13,16,1-2-1,0
17520,13,12,1-2-1,0
17580,3,9,1-2-1,0
17685,4,13,1-2-1,0
17685,13,4,1-2-1,0
17900,4,19,1-2-1,0
18080,4,1,1-2-1,0
18095,4,18,1-2-1,0
18110,4,16,1-2-1,0
18185,4,5,1-2-1,0
18210,20,18,1-2-1,0
18230,20,5,1-2-1,0
18290,20,1,1-2-1,0
18290,20,4,1-2-1,0
18295,3,14,1-2-1,0
18295,4,20,1-2-1,0
18320,13,19,1-2-1,0
18330,20,17,1-2-1,0
18360,4,5,1-2-1,0
18370,13,3,1-2-1,0
18375,3,13,1-2-1,0
18390,4,2,1-2-1,0
18480,20,8,1-2-1,0
18510,20,9,1-2-1,0
18545,13,4,1-2-1,0
18560,20,7,1-2-1,0
18570,3,15,1-2-1,0
19320,13,16,1-2-1,0
19550,20,5,1-2-1,0
19570,3,6,1-2-1,0
19665,20,19,1-2-1,0
19760,3,17,1-2-1,0
19855,20,2,1-2-1,0
20115,13,1,1-2-1,0
20175,13,5,1-2-1,0
20285,13,14,1-2-1,0
21095,3,16,1-2-1,0
21220,3,18,1-2-1,0
21260,13,19,1-2-1,0
21535,13,12,1-2-1,0
21610,13,15,1-2-1,0
22075,13,5,1-2-1,0
22550,13,19,1-2-1,0
22675,13,10,1-2-1,0
23030,13,2,1-2-1,0
23175,3,9,1-2-1,0
23550,3,7,1-2-1,0
23740,3,1,1-2-1,0
24160,3,12,1-2-1,0
24660,3,14,1-2-1,0
25225,3,12,1-2-1,0
25585,3,5,1-2-1,0
27020,3,4,1-2-1,0
27970,3,7,1-2-1,0
28850,3,7,1-2-1,0
28915,3,5,1-2-1,0
30100,3,19,1-2-1,0
30205,3,15,1-2-1,0
30645,3,14,1-2-1,0
30820,3,9,1-2-1,0
31455,3,11,1-2-1,0
31475,3,6,1-2-1,0
31585,3,4,1-2-1,0
31825,3,5,1-2-1,0
31920,3,7,1-2-1,0
31925,3,15,1-2-1,0
33115,3,19,1-2-1,0
33655,3,2,1-2-1,0
